stable_gens,density,c,nSpecies,boardSize,dispersal,demes,alpha,bLim,maxDens,richness,gens,self
0.10435419144929924,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,101.0,103.0,0.0
0.10514343877395801,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,47.0,942.0,0.0
0.10515767078533954,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,42.0,948.0,0.0
0.1061762857371485,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,50.0,1270.0,0.0
0.10504502119265066,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,47.0,1326.0,0.0
0.10627126376474612,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,64.0,1037.0,0.0
0.10487342957115268,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,48.0,1537.0,0.0
0.10474420664145362,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,101.0,103.0,0.0
0.10474131712364258,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,54.0,1143.0,0.0
0.10249582726672268,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,53.0,1347.0,0.0
0.10549065812502277,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,68.0,1015.0,0.0
0.10396148248102755,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,57.0,1107.0,0.0
0.10463662571126231,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,76.0,854.0,0.0
0.10395222977300747,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,101.0,103.0,0.0
0.09620692388031046,0.8,0.9,100.0,500.0,0.1,1.0,1.0,5.0e6,200000.0,6.0,456.0,0.0
0.0958160726020248,0.8,0.9,100.0,500.0,0.1,1.0,1.0,5.0e6,200000.0,5.0,436.0,0.0
0.09459997630616858,0.8,0.9,100.0,500.0,0.1,1.0,1.0,5.0e6,200000.0,8.0,392.0,0.0
0.09667675653083212,0.8,0.9,100.0,500.0,0.1,1.0,1.0,5.0e6,200000.0,5.0,499.0,0.0
0.09556043389384995,0.8,0.9,100.0,500.0,0.1,1.0,1.0,5.0e6,200000.0,9.0,400.0,0.0
0.09653857540129199,0.8,0.9,100.0,500.0,0.1,1.0,1.0,5.0e6,200000.0,7.0,359.0,0.0
0.09584720657964535,0.8,0.9,100.0,500.0,0.1,1.0,1.0,5.0e6,200000.0,5.0,448.0,0.0
0.09688258165577324,0.8,0.9,100.0,500.0,0.1,1.0,1.0,5.0e6,200000.0,10.0,482.0,0.0
0.09683181076121579,0.8,0.9,100.0,500.0,0.1,1.0,1.0,5.0e6,200000.0,6.0,566.0,0.0
0.09522502242287868,0.8,0.9,100.0,500.0,0.1,1.0,1.0,5.0e6,200000.0,7.0,408.0,0.0
0.09601332290709987,0.8,0.9,100.0,500.0,0.1,1.0,1.0,5.0e6,200000.0,5.0,550.0,0.0
0.09609083292267999,0.8,0.9,100.0,500.0,0.1,1.0,1.0,5.0e6,200000.0,5.0,730.0,0.0
0.09612153114181544,0.8,0.9,100.0,500.0,0.1,1.0,1.0,5.0e6,200000.0,10.0,511.0,0.0
0.09406084909778772,0.8,0.9,100.0,500.0,0.1,1.0,1.0,5.0e6,200000.0,2.0,763.0,0.0
0.09485970302162872,0.8,0.9,100.0,500.0,0.1,1.0,1.0,5.0e6,200000.0,3.0,574.0,0.0
0.09487332274858289,0.8,0.9,100.0,500.0,0.1,1.0,1.0,5.0e6,200000.0,8.0,561.0,0.0
0.09629441987342773,0.8,0.9,100.0,500.0,0.1,1.0,1.0,5.0e6,200000.0,7.0,531.0,0.0
0.09556102096809888,0.8,0.9,100.0,500.0,0.1,1.0,1.0,5.0e6,200000.0,4.0,579.0,0.0
0.09575305538418064,0.8,0.9,100.0,500.0,0.1,1.0,1.0,5.0e6,200000.0,16.0,299.0,0.0
0.09781615781103106,0.8,0.9,100.0,500.0,0.1,1.0,1.0,5.0e6,200000.0,8.0,715.0,0.0
0.09555867418503615,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,53.0,1491.0,1.0
0.0969677250014038,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,53.0,1278.0,1.0
0.09702289283172082,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,67.0,999.0,1.0
0.09596318979165337,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,101.0,103.0,1.0
0.09675354231710585,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,67.0,756.0,1.0
0.09881826835724605,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,67.0,873.0,1.0
0.09941195255371568,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,60.0,992.0,1.0
0.09717101684299324,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,58.0,1037.0,1.0
0.09610896465036517,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,52.0,1326.0,1.0
0.09718112875856916,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,99.0,180.0,1.0
0.09690798002643623,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,91.0,353.0,1.0
0.09739773106824978,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,82.0,629.0,1.0
0.09774774461565984,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,100.0,191.0,1.0
0.09777139644655908,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,77.0,668.0,1.0
0.09771401700301174,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,101.0,103.0,1.0
0.0972519603103779,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,44.0,1418.0,1.0
0.09896223894135497,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,65.0,1313.0,1.0
0.09673067584761633,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,56.0,844.0,1.0
0.09646851542316114,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,101.0,103.0,1.0
0.0972323811748494,0.8,0.9,100.0,500.0,0.0,1.0,1.0,5.0e6,200000.0,82.0,515.0,1.0
0.09810446897515643,0.8,0.9,100.0,500.0,0.1,1.0,1.0,5.0e6,200000.0,6.0,490.0,1.0
0.09654532025813553,0.8,0.9,100.0,500.0,0.1,1.0,1.0,5.0e6,200000.0,6.0,502.0,1.0
0.09782500579681906,0.8,0.9,100.0,500.0,0.1,1.0,1.0,5.0e6,200000.0,8.0,380.0,1.0
0.09671555923775892,0.8,0.9,100.0,500.0,0.1,1.0,1.0,5.0e6,200000.0,9.0,388.0,1.0
0.09558141425211006,0.8,0.9,100.0,500.0,0.1,1.0,1.0,5.0e6,200000.0,5.0,551.0,1.0
0.09632941186722542,0.8,0.9,100.0,500.0,0.1,1.0,1.0,5.0e6,200000.0,4.0,555.0,1.0
