iteration,chain,sig,muy[1],muy[2],muy[3],sub1.mu[1],sub1.mu[2],sub1.mu[3],sub1.ν,sub2.mu[1],sub2.mu[2],sub2.mu[3],sub2.ν,sub3.mu[1],sub3.mu[2],sub3.mu[3],sub3.ν,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
2011,1,0.9230727150436355,11.793983327311024,12.912275676667525,14.459423743733312,-1.7729255995748787,-2.939125260185431,-0.6961968536126267,12.040357244854542,-0.5098143496372913,1.5174997247788662,-1.181438345406694,8.542271826098947,-0.28936125687789876,-0.9499997076253084,-0.6291066080842683,14.556052625854516,-121.10023473991414,15.0,1.0,0.9435813286180631,-121.10023473991414,133.30044190885513,-0.29045849524979417,0.3698594872521994,4.0,0.0,0.23715121010981652,0.23715121010981652
2012,1,1.0892166368497511,11.26041211618926,13.400166234795108,14.318677863483375,-1.2908017990428693,-2.1920161578338764,0.3900722358904201,6.758317443756178,0.19624303068356422,0.7503410052392314,-0.357046827654623,6.194873257046419,-0.6054743020083991,-0.9757228012482447,0.1959657607701036,12.132790832955791,-120.06801827035964,15.0,1.0,0.5815155942162401,-120.06801827035964,128.60563864279857,0.4307411990802166,2.0667894379803897,4.0,0.0,0.23715121010981652,0.23715121010981652
2013,1,0.7927469832081441,10.631528507832915,13.553481629180503,13.562362249634427,-0.41078174758457325,-1.9095570679004745,0.6133039497257622,9.982062976147192,-0.4387809534317247,1.2189453120326132,-0.5543169402922687,8.320676967164687,0.46484026556428,0.043025655136295526,0.5793371750657532,15.792678711536459,-116.87712915381462,15.0,1.0,0.9314630629550038,-116.87712915381462,125.051019183234,-0.032719910749449355,0.18822542654750407,4.0,0.0,0.23715121010981652,0.23715121010981652
2014,1,1.3675255035419727,8.635769882542172,11.972772256993625,14.743212400980864,0.9216943119543373,0.4687841852148512,2.0350303480246916,7.803714444940242,0.20926059077878598,0.410168042226681,0.20779004910383442,10.005543788006692,-0.36193988880537203,-0.7950735658963412,-0.41966333160512753,13.013815852003493,-120.1107441476496,31.0,1.0,0.7279258742986675,-120.1107441476496,124.68295944451616,-0.017356094490565965,3.50628827213707,4.0,0.0,0.23715121010981652,0.23715121010981652
2015,1,0.5882093016155038,10.38632602927473,13.505105657235454,13.841597865683783,-0.7267500573974399,-2.014006291949236,1.484716629845578,10.171475603641257,-0.7022257991880978,0.8775676898656343,-0.6542392708937018,7.198733042786163,-0.2875255920695676,0.16377193697054962,0.581879824870844,13.685230441859973,-117.76240347187219,31.0,1.0,0.8847744909138668,-117.76240347187219,127.38072742904107,-0.12866726213377433,-1.2945300651516618,5.0,0.0,0.23715121010981652,0.23715121010981652
2016,1,0.9501467597472134,9.932948953887024,13.213584845342163,12.92196023156832,0.20923757786419678,-0.7818762827558035,1.2732245552927521,10.673432323479503,0.14446886122842043,1.2174680382803555,-1.0252800899517167,8.370246848987058,1.0056019460929277,1.1738239486426856,1.403676939773438,10.184547421871272,-117.997971963368,47.0,1.0,0.9483458754613753,-117.997971963368,126.88664722974744,-0.31933988190937157,-0.7816398304034919,5.0,0.0,0.23715121010981652,0.23715121010981652
2017,1,1.232385656433587,11.167262562411796,11.99471480933601,16.172767272252713,-0.8822113488074205,-1.5376918541787523,-0.15393289056527384,8.109728322997848,-0.10042740848774255,1.8478247443371132,-0.1643045309217408,10.981982895147976,-2.158330816891848,-1.7890736860928493,-1.407590328431185,18.66317727072092,-121.67441542890785,31.0,1.0,0.742623361269603,-121.67441542890785,126.35043353268361,-0.27614541380610547,103.50154950706472,4.0,0.0,0.23715121010981652,0.23715121010981652
2018,1,0.9210821477585744,11.11851429208445,12.556527898226797,14.621255861788802,-1.1938004867304446,-2.0899836657306214,0.19989381285012445,8.909760676795267,0.4538340349059299,1.258804498474461,0.7213580779254816,5.634952225528371,-0.46896496624796746,-1.4547741181750438,-0.5662904272571243,12.089925444838487,-119.6554946821056,15.0,1.0,0.25906618069213644,-119.6554946821056,130.74481586653386,1.211526635641036,2.1659344849113893,4.0,0.0,0.23715121010981652,0.23715121010981652
2019,1,1.0258178327599228,10.740857953293546,11.91355054993524,13.546186756400328,-0.8175007791013831,-2.1051244173351598,0.2619432867446478,10.089362519548636,0.621426354814589,2.0276279596688394,-0.5591362795673579,7.975275708872296,0.13175823132223313,0.15176221578125118,0.6589556182142702,12.802721226978322,-118.67129804674764,15.0,1.0,0.7867101507217541,-118.67129804674764,126.4131111441422,0.42094957162653657,0.6457187949090724,4.0,0.0,0.23715121010981652,0.23715121010981652
2020,1,0.8615884569132165,10.765274139933952,12.317012909939097,13.325498297192722,-0.5636657337560924,-1.9807166525529651,0.5379990565085914,10.694714477888121,0.7530735111787292,2.1387695845599555,-0.2356005387396492,9.9555423514072,-0.6151685975638627,0.40540533579987015,0.19541244360711957,12.825800261444911,-120.6107772784169,15.0,1.0,0.8682805264379515,-120.6107772784169,127.14419909592482,-0.17375813152453645,0.631578439206379,4.0,0.0,0.23715121010981652,0.23715121010981652
2021,1,1.1182832593008682,11.08878782183887,12.892602398049053,14.614303842234445,-0.8250221230054614,-1.306209957945647,0.4047717114998326,8.134836661685927,-0.42009002698557596,0.26699886669749473,0.1763543195855958,5.135172910536936,-0.17161082698805916,-1.5411521373035924,-0.3678006026559498,14.996360841529675,-121.6666562897221,15.0,1.0,0.8331993558828444,-121.6666562897221,134.5227227932555,0.030866571303505452,1.756037238558946,4.0,0.0,0.23715121010981652,0.23715121010981652
2022,1,0.5927847253725376,9.773400380698233,13.226171614596598,14.366024250370806,0.6155561627060097,-0.6212332723668976,1.6322784848247962,5.156968313536422,0.18086976028144477,0.4400901298129379,-0.8182983263281637,7.721552677850072,-1.1514182162558326,-0.4814896108308767,0.5003744031149142,12.228076270392474,-121.38872992953553,15.0,1.0,0.3450618415918844,-121.38872992953553,136.9425871719765,0.5639811557876442,105.84902004866905,3.0,0.0,0.23715121010981652,0.23715121010981652
2023,1,0.740451314364925,9.408784760927698,13.224977617938098,14.2834949179978,0.2604076657405629,-0.9638373908633251,2.083586204014232,8.816616972223569,-0.9747645201530971,1.368826307128158,-0.2114612716466824,15.214747514800925,0.7620929408784314,-0.7500454129464106,-0.5856099596243114,12.004866660573997,-121.54718933419711,15.0,1.0,0.8602579795841714,-121.54718933419711,131.35560399214606,0.03201140736155139,0.3819160699426618,3.0,0.0,0.23715121010981652,0.23715121010981652
2024,1,0.741594908784917,10.039284374430485,12.695263124004224,14.149328566478587,0.4015227102065042,-0.8259486085517019,1.9698371651914683,7.983625964052807,0.21506783533237145,0.9487670358678506,-0.7595116138977802,15.37960671623773,-0.13986512435875764,-1.1090787388786068,0.02266966984310609,10.404340627494564,-120.0632370171464,15.0,1.0,0.7418237588781367,-120.0632370171464,130.91135743973695,0.15561343820448315,0.5441454965383059,4.0,0.0,0.23715121010981652,0.23715121010981652
2025,1,0.8163494095540474,9.649382007568688,13.210572311413195,14.36881053225293,0.63062642683763,-0.1941809136075234,1.701759503624682,7.921307086738055,-1.2181639386009449,1.4975477235389203,-0.41418370324330106,7.893680043321538,-0.9023301458631368,-0.7012708822892146,-0.25440381400127915,17.07691627222363,-117.70928554682561,15.0,1.0,0.9727176150556647,-117.70928554682561,126.80974925470359,-0.3631179312581736,-0.4377568509397207,4.0,0.0,0.23715121010981652,0.23715121010981652
2026,1,0.8727878290620726,9.306233485225018,12.695546485852109,14.525037473127298,0.4336092258801113,-0.34230289979100065,2.3647237379294364,9.463340960999524,-0.33661162831254154,1.370831069851039,-0.5581337974299425,6.8054475148388285,-0.13363500283408314,-1.3113273864330832,-0.41778628416796515,16.816689106907592,-117.83866283604345,15.0,1.0,0.9801361304058066,-117.83866283604345,122.81505493022988,-0.13130621303122325,-0.20013279317845445,4.0,0.0,0.23715121010981652,0.23715121010981652
2027,1,1.0189471715868244,8.95870768452907,12.757508783403498,13.662394133239534,0.6258635387241419,-0.5356647754808215,1.8033263036913965,8.241276721254069,-0.08166579789525796,1.1784418414889613,-0.3392474054846246,16.103393256543292,-0.42725005313386794,-0.011919300612137973,0.8848549973851311,11.424241485542446,-118.49555500067625,15.0,1.0,0.8410057522465689,-118.49555500067625,125.41131182949553,0.27614709982913155,0.4018492276284604,4.0,0.0,0.23715121010981652,0.23715121010981652
2028,1,0.8300037606450985,10.195713309837926,12.527706419363499,14.18214257524309,-0.36463314242751144,-1.2598169213979624,0.4569590878442403,9.963245964336453,-0.7680531703810479,1.652258116151798,0.0043951562085446025,16.552836463346654,0.15930444072957545,-0.8172917983180866,-0.49334432013901314,9.419291524780133,-120.12877236556625,31.0,1.0,0.7875162168388561,-120.12877236556625,130.47195394195478,0.19564495888840838,0.6900438162875275,5.0,0.0,0.23715121010981652,0.23715121010981652
2029,1,0.7537784207827961,9.943812294149904,12.440047885968097,13.919448503552248,-0.16347239923080123,-1.4275083507233255,1.5530800778893652,6.71502446791231,0.28643508868144657,1.0635615558535,-0.3369027566012681,7.441656993530253,-0.47821686902357796,-0.2366737515988974,0.35387242454912016,8.549995454216983,-118.16435451777039,15.0,1.0,0.9806110221300183,-118.16435451777039,126.6343363609726,-0.025550296957561613,-0.19358699422859615,4.0,0.0,0.23715121010981652,0.23715121010981652
2030,1,1.5128323367714085,9.64849664266048,13.426203572515586,14.385963732685552,0.24133657883011211,-0.19136721868353862,0.7544680131660306,10.125530408802518,0.10957800124025718,0.2725228357229505,-0.2176715166169788,9.587797259976753,-0.5406434138990852,-0.5202472121315987,-0.07067066014713233,20.80987875519728,-117.09213533073853,15.0,1.0,0.9065568082753721,-117.09213533073853,123.29064342087202,-0.45828523639620755,-0.8803915362539954,4.0,0.0,0.23715121010981652,0.23715121010981652
2031,1,1.7916742466192792,9.730724780798868,13.492076112231445,14.529968720929915,0.03856285632043217,-0.5800692083400074,0.9310918185237789,11.631271741043118,-0.4442876189530677,0.40808890582369256,-0.3894463662207327,10.052942815065844,-0.536214746213499,-0.8020564138454944,0.0429078650878435,18.082112702725198,-113.98380437804776,31.0,1.0,0.9814730846895843,-113.98380437804776,121.20694896997799,-0.3443793344751498,-0.573396697549299,4.0,0.0,0.23715121010981652,0.23715121010981652
2032,1,1.386160533407391,9.936145895855546,12.95684007234322,14.935511324367704,0.06634404449019833,-0.8311684350385162,0.9884088997038508,14.356696113056993,-0.33979800755767436,1.034100171497116,-0.333518449176734,9.196917308231509,-0.34072509096656856,-0.35189141750773895,-0.4754514305405662,11.330039373140044,-117.51963141298343,15.0,1.0,0.2933833707659162,-117.51963141298343,125.40285920395866,0.9399333836390014,1.7665780997898395,4.0,0.0,0.23715121010981652,0.23715121010981652
2033,1,1.2141771247434954,9.54503023673679,12.00204555581861,13.512167758431117,0.022886198458608176,-0.07971049938601682,1.0720184217831352,6.961001771493406,0.43033406333880353,1.4760293754854827,-0.08689840450046925,10.95840917038779,0.33781886703740105,0.2231645629823017,1.2494839751687468,13.37946275267387,-116.75593444895969,23.0,1.0,0.8472688785319104,-116.75593444895969,124.1448940266105,0.33480225394224306,0.585356128734901,4.0,0.0,0.23715121010981652,0.23715121010981652
2034,1,1.0095454151136893,9.285556787072515,12.72029820181933,12.803535078228578,0.38720908611598776,-0.12275128697104806,1.491560348412327,6.376916177097557,0.004713181956393753,1.3121975385793743,-0.4119455316192937,14.673964019788723,0.4495394660663577,0.21240844850988116,0.6795049522652767,9.922548596418052,-118.43939391280429,31.0,1.0,0.8596703233594712,-118.43939391280429,124.8375173454666,0.12686820155525425,0.5117488296115482,4.0,0.0,0.23715121010981652,0.23715121010981652
2035,1,1.5454767188392846,11.199297054130021,12.141372607032153,14.129500558383674,-0.845576308674733,-1.2014334545809273,-0.014507013075255468,9.062257156506066,0.35085285671022354,1.7125951445606844,-0.012333139527527627,9.926951526604023,-0.38915972525516224,-0.5170825839853603,-0.0616845123430077,7.111679137463914,-116.51941152920396,31.0,1.0,0.7423761010422999,-116.51941152920396,127.41517886526526,-0.5572232976289513,2.9547241587461315,4.0,0.0,0.23715121010981652,0.23715121010981652
2036,1,1.336800195202452,10.010952350191877,12.658891583790103,15.21719836832496,0.026576187317676865,-0.8673041116691492,0.7829549479208282,10.85274540303016,0.1655954900901085,1.2475084321327579,-0.0629312586891167,14.616927448063707,-0.5773626900708603,-0.9556068440540606,-0.1445777800574995,14.152425179646883,-115.91581562067692,31.0,1.0,0.42575982442886845,-115.91581562067692,129.8734282796309,0.26233639075033466,1.5594674373147654,4.0,0.0,0.23715121010981652,0.23715121010981652
2037,1,1.2123556899384946,10.479519049291998,12.608667032553123,14.133807506111712,-0.47109166221246174,-0.6734903032408467,0.5343095060789808,8.641661725468321,-0.2614968122830805,0.9536479072677037,-0.25653804422655985,11.312936486733763,-0.977288480135998,-0.5986460190965993,-0.1961575908318935,13.938573855312697,-115.9451673014318,15.0,1.0,0.6769814717269262,-115.9451673014318,122.37373669285928,0.3189070758098609,1.1587401259083805,4.0,0.0,0.23715121010981652,0.23715121010981652
2038,1,0.49533546381219856,10.180320358735898,12.668508418914435,13.60887594753135,-0.33597500537479247,-1.13844351620528,1.0840807907928003,7.389549971036029,-0.8069096739131267,1.4400114644698034,-0.5373239682874642,9.176875526235431,-0.7265650573316175,-0.16376960386271067,0.3789013446986095,13.69995679618037,-119.17751015678394,15.0,1.0,0.8846661134795648,-119.17751015678394,121.69736567764134,0.3238274195109767,0.5340878435303864,4.0,0.0,0.23715121010981652,0.23715121010981652
2039,1,1.1976863909359152,8.706423327030807,12.716109913813765,13.541358984396366,1.0716849030283553,0.07304533851421863,1.7439212934496173,7.245084242133803,-0.25938285091173696,0.7444721650826156,-0.7418193815570078,8.879694108220075,0.04409867758571004,-0.18186754671020666,0.340312608689956,15.634412389866863,-115.59450214746093,31.0,1.0,0.9541279944686757,-115.59450214746093,129.07838821812652,-0.500076229679081,-0.5795141619095716,4.0,0.0,0.23715121010981652,0.23715121010981652
2040,1,1.2738675938790873,11.509580726949906,12.720167505597141,13.930735714780527,-1.2782320435610146,-1.746467277061339,-0.10351096428344786,9.73373844030067,-0.09957734608029913,1.315373353414036,-0.38539706032797694,13.143690687744257,-0.05299486534999813,-0.4430101947315485,0.0871482815282116,11.925667426689865,-113.94421632986159,31.0,1.0,0.7750016101245549,-113.94421632986159,121.3030277352923,-0.5148754425817259,-1.0052728260747443,5.0,0.0,0.23715121010981652,0.23715121010981652
2041,1,1.1426466199891276,10.833917525397617,13.029768177148341,13.844427456937149,-0.5138637630018383,-1.1956530904395752,0.12435337234396832,8.76064185713958,-0.5425541409649606,0.9562587568629468,-0.6524082365944294,13.953331111966234,0.45292791993479353,0.02874304085417409,0.2016404330080577,17.72062059353903,-115.3198214630275,15.0,1.0,0.4298308338209065,-115.3198214630275,123.34263720067165,0.6648916367309852,9.04630109537122,4.0,0.0,0.23715121010981652,0.23715121010981652
2042,1,1.1548152885742773,9.063041816266127,12.47566486972899,12.906603488641435,0.8528911350954712,0.03385013537522274,2.287004319794975,8.596342488334496,-0.09984444823783908,0.9802358046464441,0.2991895960565165,6.958630528640259,1.0799597644717431,0.5792931244230277,0.5705119423083267,8.529410826775218,-120.31332781118219,31.0,1.0,0.8839836596729057,-120.31332781118219,125.17075774181914,0.359330390329788,0.7819831064497436,4.0,0.0,0.23715121010981652,0.23715121010981652
2043,1,1.2734983476908432,8.427071441829483,13.251695660003923,12.98575585389112,1.4057806923573748,0.7075756208130403,1.4738808729476178,6.177723125489904,-0.20259543456251128,0.8710432269855946,-0.8192383754370087,11.550259771043411,0.10672236420602169,0.36465321841562226,1.4328714665385156,16.329901393833186,-121.25115316683497,15.0,1.0,0.8507657448175169,-121.25115316683497,129.52620187566228,-0.22641798479625663,0.8749038162875138,4.0,0.0,0.23715121010981652,0.23715121010981652
2044,1,1.048877289252032,8.993482829863552,12.986962124260003,13.391758793798653,0.9064857613814371,-0.17688681825660085,2.436329533932876,6.666755952910624,-0.6161614471534252,0.49845900642086866,-0.2711031542080994,14.48717605297373,0.8611268652488728,0.06285963575114245,0.7695738336480138,13.796191701038854,-118.58766894395413,7.0,1.0,0.8618610659529288,-118.58766894395413,126.85490555709825,0.09572568836176742,0.4300590649990568,3.0,0.0,0.23715121010981652,0.23715121010981652
2045,1,1.0937671053465743,9.420378721942788,13.232256753837625,13.674151234614651,0.6839686185668716,0.10452908588241938,1.1090236078238678,6.3806093031932445,-0.5903459877089837,0.7898250987525337,-1.4532573157007997,6.5378291135068665,0.09982654036378696,-0.578044743002983,-0.18931206686764962,10.012526573803683,-120.82919615435134,15.0,1.0,0.8155158740169604,-120.82919615435134,127.96053030520535,0.2922906175930535,0.43070707037884404,4.0,0.0,0.23715121010981652,0.23715121010981652
2046,1,0.7127673268122041,9.428308518836399,13.216677126056766,13.769468566661267,0.14802371160908473,-0.4997606864745069,2.3139761242345025,9.93295924584296,-0.5288307591752415,0.26799261068650637,0.19375091786414805,10.311381167971849,-0.6412401251276966,-0.5232568056392033,0.6975736881763968,8.21237819970838,-120.4386036717069,7.0,1.0,0.7618771976849885,-120.4386036717069,132.2005215879075,0.062483493661176226,0.8221141170970157,3.0,0.0,0.23715121010981652,0.23715121010981652
2047,1,0.9064890614511603,10.163570200376666,13.293444826810719,14.108937712395802,-0.4322847891327316,-1.491041277816996,1.1970789986209955,7.970231322615913,-1.0269008657488856,0.37212597410071296,-0.9669608722564438,10.712567893111896,-0.7417223213610219,0.21279909757868667,0.3136506582409803,7.28714222517682,-117.78365765519166,15.0,1.0,0.8390565661222712,-117.78365765519166,131.04052247533775,-0.19934772748277396,0.39867104908177,4.0,0.0,0.23715121010981652,0.23715121010981652
2048,1,1.4356792736649755,10.164275239850227,10.43627132740582,13.255587802720258,-0.2600597053837571,-1.1933340313995038,0.835310299806614,8.230862733754412,1.3615198294771587,2.6478362644910702,1.4514457158867684,9.871546848513038,0.5190528133389122,0.47256651364336577,0.5370307990410041,21.373247753184078,-121.49521866830644,31.0,1.0,0.7241216521439396,-121.49521866830644,130.94971986028702,-3.883800674685574,-3.883800674685574,4.0,0.0,0.23715121010981652,0.23715121010981652
2049,1,1.2587235228533145,10.518235087642973,14.952121282226011,14.942652474971723,-0.37969719182125833,-0.8747629833891034,0.4890616954935295,5.440922676272002,-1.5838640421864514,-0.752671487796164,-1.598651617695875,9.081897373410905,-0.5115631198917616,-1.5388619714699838,-0.5904323533708903,19.625065839072217,-121.46637114543678,31.0,1.0,0.6800357852213031,-121.46637114543678,132.4606983018331,-0.49350117794065795,3.057630221829271,5.0,0.0,0.23715121010981652,0.23715121010981652
2050,1,1.4934335345601948,10.877750860614205,14.234982500710087,14.828689215113595,-0.6674225913458991,-1.2513287253088416,0.22744606833799114,14.045934855531339,-1.1622332626514513,-0.3171803219416163,-0.9577781227017979,9.728727494387668,0.12538502238894011,-1.0393986475085437,0.044386379086293115,7.632518835082595,-119.55531566486626,15.0,1.0,0.9615496515166628,-119.55531566486626,127.35462913385312,-0.15608191665522497,-0.4975503614515304,4.0,0.0,0.23715121010981652,0.23715121010981652
2051,1,2.088106587168388,11.601637952512446,13.510714057471546,13.764607472815582,-0.826288320431195,-1.1941420510087277,-0.22313952298315984,7.448020922077282,-0.577501167747198,-0.04731148952181662,-0.41997668344462274,14.571636170599545,0.07756155558137406,-0.2433452163722183,0.5514607942521579,13.626157662804369,-114.58233383723748,31.0,1.0,0.7200281028680342,-114.58233383723748,126.6114728252377,-0.4648751986696169,0.9871192881824697,4.0,0.0,0.23715121010981652,0.23715121010981652
2052,1,2.088106587168388,11.601637952512446,13.510714057471546,13.764607472815582,-0.826288320431195,-1.1941420510087277,-0.22313952298315984,7.448020922077282,-0.577501167747198,-0.04731148952181662,-0.41997668344462274,14.571636170599545,0.07756155558137406,-0.2433452163722183,0.5514607942521579,13.626157662804369,-114.58233383723748,15.0,1.0,0.13539740977926307,-114.58233383723748,122.50204472192479,0.0,15.514178827100807,4.0,0.0,0.23715121010981652,0.23715121010981652
2053,1,0.8367616924875896,10.65297920140801,12.84026103935279,13.752133555146756,-0.9071713190350048,-1.8654435643107152,0.7074532209583868,9.979578945969292,-0.5263169761446578,1.4357686911118202,-0.8145858088332774,10.927526517826086,0.1826925784558481,-0.3261553481620134,-0.27968552232840765,6.839535887113236,-117.74733537940557,15.0,1.0,0.5138715805458028,-117.74733537940557,125.61344908538817,0.6807081762883769,0.9895181148243921,4.0,0.0,0.23715121010981652,0.23715121010981652
2054,1,0.617870953166657,10.413049675520854,12.9196666057964,13.651020724435277,-0.8779278986574297,-2.2340205979615133,1.4374255485602088,9.003506001006626,-0.503428424480773,2.38210131249034,-0.07682133419769324,9.030647907706378,0.3567106927401402,-0.5845634816229851,0.005012579702168313,5.665458622497542,-123.01002833648884,15.0,1.0,0.5335437523650346,-123.01002833648884,127.40646316079557,0.20013125950671906,4.070813778598136,4.0,0.0,0.23715121010981652,0.23715121010981652
2055,1,0.33628447612070994,10.1768242034311,13.191256563660728,14.117731680547012,-1.4971771337640916,-2.3399641763345334,2.5003130820854267,7.26616802611981,0.233333039832917,-0.08205188318620449,-1.6060957637658813,8.33175142922404,1.0681516363008061,-0.6840575492996345,-0.20289117837127915,10.296957034625397,-126.61694152907741,15.0,1.0,0.9425390537861629,-126.61694152907741,133.35389681191745,0.03882928427410093,0.26269224335567287,4.0,0.0,0.23715121010981652,0.23715121010981652
2056,1,0.3997352440546893,10.156788819328456,13.186673998325572,14.118985536993193,-1.0999977457274652,-2.5948203215723846,1.6631024920204034,6.709333529011172,-0.2953358740487333,-0.49442339710711264,-1.4592681895188406,7.973350500064131,0.8227490288095278,-0.7995136026902733,0.04999669930579685,11.418615614964416,-124.21888077244587,15.0,1.0,0.978955568871335,-124.21888077244587,129.87178761061008,0.02631008645172983,-0.24321950627910383,4.0,0.0,0.23715121010981652,0.23715121010981652
2057,1,0.7977776257636134,9.850090179552888,13.490989889124762,14.361533210630533,0.4265161574809741,-0.9253194135287495,1.6568921907187766,9.57256502794238,-1.7479510175604922,-0.2661542433277592,-0.8534473915698615,11.502004976190536,-1.5161781829933232,-0.7629073672124937,0.47663762292942835,14.504514853389674,-119.92644537516617,15.0,1.0,0.9922670321308354,-119.92644537516617,132.64125028587267,-0.34024772864253805,-0.34024772864253805,4.0,0.0,0.23715121010981652,0.23715121010981652
