iteration,chain,p[1],p[2],p[3],dh,d[1],d[2],d[3],"c[1,1]","c[2,1]","c[3,1]","c[1,2]","c[2,2]","c[3,2]","c[1,3]","c[2,3]","c[3,3]",lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
2011,1,0.5332310790295759,0.5504557080043841,0.6053377920985678,0.044287954421639186,0.05925683980869869,0.03331906919043555,0.038153513215059255,0.5847609433265226,0.5358233483538306,0.509126591745232,0.6414856227887675,0.565098946065315,0.6648412703185639,0.5978223076167429,0.6047250212271759,0.5488487943802383,111.61289702312264,7.0,1.0,0.785101867244442,111.61289702312264,-100.84416242454091,0.00913442638383799,0.5735381705322737,3.0,0.0,0.46999656695595304,0.46999656695595304
2012,1,0.5588156860211029,0.6839062638367199,0.5654909018399136,0.043600922417115016,0.08129246703402633,0.05133141100762703,0.05686761291520248,0.5729712831788124,0.5281808954411059,0.5211021425991792,0.6163701070677121,0.5880425422874334,0.6340558659502679,0.5919955485585742,0.5848458415336306,0.5527871978072504,104.78377343819432,7.0,1.0,0.8499745826488516,104.78377343819432,-100.2178450678653,0.3602056011603736,0.3602056011603736,3.0,0.0,0.46999656695595304,0.46999656695595304
2013,1,0.5284481603148526,0.5673099730669721,0.55681780957553,0.04437638282818446,0.09038558637719311,0.03737511239672361,0.028163860026301696,0.5373784239745302,0.5327429927746326,0.5638418376700859,0.6690953866732505,0.5785603851875132,0.644440506891148,0.5395485813816936,0.632438415024985,0.5599168733983352,96.44851044197071,7.0,1.0,0.9092798915790882,96.44851044197071,-89.18746300123816,0.4126222321968953,0.4126222321968953,3.0,0.0,0.46999656695595304,0.46999656695595304
2014,1,0.5447838021388233,0.6237607444759109,0.5228948389108303,0.046374861848655385,0.08150985793087318,0.029389610246707092,0.03287304864309164,0.5263327807333769,0.5441794789261563,0.5401635021639368,0.664847071445524,0.5630954605784955,0.643221851278575,0.5852933631651396,0.6005283672345226,0.5364655440570872,105.91352769094085,7.0,1.0,1.0,105.91352769094085,-88.56134283786125,-0.8543498285754083,-0.8543498285754083,3.0,0.0,0.46999656695595304,0.46999656695595304
2015,1,0.5420466821189747,0.6070648434893046,0.6094708295429198,0.0561180003471814,0.0691438553964589,0.05075232267616548,0.055430289654582424,0.5932634278693805,0.5378709108600153,0.4741376292836294,0.6056736750270764,0.5746368100166009,0.6602849472310263,0.560351259769846,0.6067718501749857,0.5440644961895715,107.51632603912337,7.0,1.0,0.9557832221932422,107.51632603912337,-97.66960424577165,0.001001767033727674,-0.1835088616856808,3.0,0.0,0.46999656695595304,0.46999656695595304
2016,1,0.5414865595207058,0.5864167955152868,0.573000164833532,0.04159918878866947,0.06886687478081985,0.03395450251017304,0.038943558450186794,0.5684722352219953,0.5491085098043437,0.49764601465805497,0.6125323555664535,0.564988315157993,0.657463110128193,0.5658278247503431,0.6153650146888416,0.5376943230390732,113.58632492969247,7.0,1.0,0.9929178529325517,113.58632492969247,-104.81382749794635,-0.2851911771978308,-0.650511610599068,3.0,0.0,0.46999656695595304,0.46999656695595304
2017,1,0.5358355169617591,0.6085003838491717,0.5577168721335836,0.06396518708048417,0.057904126833602375,0.04475126423937367,0.04765881481967551,0.5952985118704843,0.5349361656961537,0.5063950631430393,0.6525780936668908,0.5461865148218219,0.6692105198587784,0.544525743616274,0.6034992427637066,0.5307323478961208,110.62076365818066,7.0,1.0,0.8257176860415417,110.62076365818066,-104.59168136970229,0.1285165262489727,0.32556162790744736,3.0,0.0,0.46999656695595304,0.46999656695595304
2018,1,0.5150703017616508,0.5874434155966102,0.5608587215837241,0.048568264542327134,0.06046427400587502,0.050269660481008324,0.045674658038226956,0.5511488436450098,0.5397910360271166,0.5009027853677005,0.6350102562425206,0.5727391916300317,0.6855778869109551,0.5827080746462947,0.5996418413186768,0.508617813340042,106.69911506841271,7.0,1.0,0.9039693466807647,106.69911506841271,-102.34111809882683,0.2707335226577925,-0.2957300714516009,3.0,0.0,0.46999656695595304,0.46999656695595304
2019,1,0.5679482179180247,0.6277796460198551,0.5538380675661142,0.04419550508098582,0.06723508246061582,0.04894035082500745,0.05322251988838359,0.6106029397145352,0.5500796138124479,0.5129413348183285,0.5985257642508234,0.5915079142485035,0.6373391795311778,0.5577740085961922,0.5935367728514734,0.49509113811247163,105.32519481007435,7.0,1.0,0.9565598761620266,105.32519481007435,-97.99018314277319,-0.2061268040424551,-0.23267708086012817,3.0,0.0,0.46999656695595304,0.46999656695595304
2020,1,0.5128196276690149,0.589998695435567,0.5489399927220342,0.045834872845000624,0.05420556691883038,0.042754337223334035,0.0403786286051605,0.5638835392370833,0.5257358662523821,0.5037868115752784,0.6464462845507208,0.5557922523598844,0.6429672845752722,0.5647306521616392,0.5923035722688228,0.5485645684881809,112.14931654270545,7.0,1.0,0.8896757609753081,112.14931654270545,-99.51462563164131,-0.32127261887586656,-0.32127261887586656,3.0,0.0,0.46999656695595304,0.46999656695595304
2021,1,0.5284139492053336,0.58546626527382,0.5530223544615188,0.042758260007370735,0.06049069346089379,0.0403561660453967,0.04217342763805934,0.5691257055913422,0.5203154971301318,0.5117456542614718,0.6422419120007715,0.5453662665337669,0.6486163401782888,0.5477445181375824,0.6021986737311572,0.5689324083248484,111.88859155834734,7.0,1.0,0.8358393364227922,111.88859155834734,-101.19122671733635,0.007463477670910379,0.31009120592713657,3.0,0.0,0.46999656695595304,0.46999656695595304
2022,1,0.514192855359319,0.6213014320199247,0.5701958853799737,0.031811049449165026,0.07351185743347467,0.035740730628622965,0.04338655733829358,0.5703583523620303,0.4875159767273603,0.4913900332583769,0.6359386470304711,0.5567594174030469,0.6537837833393492,0.5880015157833369,0.6070144272149397,0.5700872692114113,110.92550271662836,7.0,1.0,0.784135261332035,110.92550271662836,-102.55755309937074,0.0879478949215553,0.44915659264056274,3.0,0.0,0.46999656695595304,0.46999656695595304
2023,1,0.5416563483782888,0.6368903303087876,0.5850629005070798,0.025097634278640934,0.09184645596421855,0.04645229012989291,0.03792387209587412,0.5663695349065679,0.5694407590937449,0.5123922758405234,0.656001970703372,0.5987865273052739,0.6471410428439802,0.5637399426979345,0.6025930840973701,0.5554874594390962,111.28212836448479,7.0,1.0,0.8972774616526061,111.28212836448479,-103.79852147907528,-0.0119455608486021,0.2522686255626212,3.0,0.0,0.46999656695595304,0.46999656695595304
2024,1,0.5374349773841656,0.6372192179005386,0.5827814372980584,0.036393918279425,0.07200014597134417,0.039490702865834185,0.04837471297659007,0.567446866230428,0.5066851825247033,0.5600169654533065,0.6529420082939137,0.5875603755854997,0.6685380826042705,0.5547862618277078,0.5580390843070283,0.53402401182806,105.31382829538421,7.0,1.0,0.6248895618711513,105.31382829538421,-99.07901374283605,0.7272446103149406,1.3675867287102363,3.0,0.0,0.46999656695595304,0.46999656695595304
2025,1,0.5370347227109937,0.6095439419225266,0.5706779076953684,0.040512981646446455,0.0765769201900114,0.03240075984023227,0.04560619207151266,0.5799836531043545,0.5559939376760326,0.5145672531034209,0.6297256974862573,0.5564450844628003,0.630943587862789,0.5445399875567534,0.5890657091739557,0.5543267642523962,111.82183930009398,7.0,1.0,0.9428007547876714,111.82183930009398,-100.34459507841592,-0.529186182379604,-1.052490669096244,3.0,0.0,0.46999656695595304,0.46999656695595304
2026,1,0.5472922300657812,0.6290245155634341,0.5827871356085372,0.03803219514843568,0.06438919450630823,0.04110152902521172,0.03063309972987144,0.5917584581097154,0.5204982024573046,0.510863899009798,0.6511662189383632,0.5867112348149929,0.6820557783133999,0.6050286060939457,0.6242922487467463,0.5488851775018132,110.45763350846416,7.0,1.0,0.9795222778773033,110.45763350846416,-107.35462587101966,0.0984913377868395,-0.3512842203860487,3.0,0.0,0.46999656695595304,0.46999656695595304
2027,1,0.5490174434252617,0.5706579993144539,0.5525608006809152,0.03202479375461967,0.06807060353129446,0.03515821120975048,0.06912180056994213,0.5657932972828333,0.5710811232515356,0.5102786925851577,0.6354020139104571,0.5565047887417481,0.6515893039228398,0.5494208471152244,0.5939718997204064,0.5436903963933206,107.6096042348907,7.0,1.0,0.9665889807875033,107.6096042348907,-102.29581074507784,-0.11500886684386558,-0.3297913165356334,3.0,0.0,0.46999656695595304,0.46999656695595304
2028,1,0.5611966273867233,0.6754919985758718,0.5835325276576665,0.06618949659577196,0.06450290027887762,0.03771571171426939,0.03325882665729512,0.6041429045346483,0.534359572588312,0.5275425844011624,0.6411017447004399,0.5717989474981452,0.6568466621064599,0.5454088796153728,0.6091171158373918,0.5252495441122412,110.4007341688775,7.0,1.0,0.6579834438928484,110.4007341688775,-101.89075587699325,0.34206075905623834,0.9597435880674823,3.0,0.0,0.46999656695595304,0.46999656695595304
2029,1,0.5645895546743238,0.6207117005644707,0.549699582263544,0.03706201710929445,0.07013498163293104,0.030775020858330476,0.03267149903473825,0.5765938133817313,0.5681523545803918,0.5318552030862246,0.6403585869822478,0.5593273668179836,0.6616635014284258,0.590721106367357,0.5880293736394467,0.5570168409310357,112.8818512497424,7.0,1.0,0.9246591715589473,112.8818512497424,-105.32091899819555,-0.3863033757951513,-0.9179626555276172,3.0,0.0,0.46999656695595304,0.46999656695595304
2030,1,0.5305897244394807,0.631144419687246,0.583055327512032,0.06722842324295676,0.06301407394523728,0.04170728066843299,0.046296302342988024,0.6059056571127455,0.5042284280000651,0.4919811015662973,0.6465049676750959,0.5829357110884033,0.6511542981961284,0.5465910824948269,0.629830088818739,0.530090556222436,108.44804330610611,7.0,1.0,0.7271750162173827,108.44804330610611,-103.26026573218267,0.4730044845207715,0.4730044845207715,3.0,0.0,0.46999656695595304,0.46999656695595304
2031,1,0.5461065619507383,0.6559656717760489,0.5883132201352381,0.05924689153025383,0.06580477749619189,0.04056862166162714,0.03684379684163338,0.6050939133987349,0.5337655336275458,0.5168616454800304,0.6868641834507934,0.5766197456697282,0.6466007476740449,0.5477435984127836,0.6214362861714674,0.5475433808409612,108.91377578229367,7.0,1.0,0.9843902252538875,108.91377578229367,-100.8767408855544,-0.03240969536588523,-0.16752287611436145,3.0,0.0,0.46999656695595304,0.46999656695595304
2032,1,0.5511683935187142,0.5992415521402916,0.5667016814599242,0.08523357072988424,0.07302257446433712,0.041599109200106635,0.06050200651288157,0.5955899240354455,0.5329718027582087,0.5195187096890959,0.59647485878227,0.5647582323984874,0.6621398110955419,0.6367073081553303,0.5716386351025212,0.5115407933910923,100.65738627223932,15.0,1.0,0.584980251837968,100.65738627223932,-89.71987900629607,0.6747774203942356,1.2273203780171826,3.0,0.0,0.46999656695595304,0.46999656695595304
2033,1,0.5325348380533369,0.6665581658218026,0.5532271878251142,0.02737170312059469,0.055974937458518725,0.03627904512962623,0.049145171103864724,0.5776070413440658,0.5343250710750593,0.4945129867539095,0.6861077497636863,0.5911725425766077,0.6563238451312253,0.581932126639109,0.5945913566702837,0.5243294031229769,105.49624917790345,7.0,1.0,0.9732864596889846,105.49624917790345,-94.08354961336875,-0.08551021371965817,-0.7104195100802713,3.0,0.0,0.46999656695595304,0.46999656695595304
2034,1,0.6100657593173057,0.5892694423932751,0.5846968359711715,0.06880470046990948,0.07999842345397822,0.047115675340952796,0.034671871484237275,0.5996947777727687,0.5579643234082765,0.5367809252070195,0.6205243609438053,0.5459529115457912,0.6601016855074587,0.5626832522461298,0.61858767471788,0.5336930491965117,108.61617720517765,7.0,1.0,1.0,108.61617720517765,-95.99025065248799,-0.41885791133029215,-0.5388601520683096,3.0,0.0,0.46999656695595304,0.46999656695595304
2035,1,0.5544363077093155,0.5973624590198676,0.5710043681251683,0.04052166238703326,0.05519626799799145,0.028662428944651337,0.037904897761800636,0.5804402906209475,0.5337671013613104,0.4869784516790957,0.6556304705007778,0.5758701851930345,0.6532791531289092,0.5833506344136086,0.5995890546288214,0.5521834430530795,112.44134147691415,7.0,1.0,0.9962369818170437,112.44134147691415,-104.53421863398566,-0.05758894522729463,-0.1868694151888235,3.0,0.0,0.46999656695595304,0.46999656695595304
2036,1,0.5333603105201983,0.6419470367588079,0.5844044992458944,0.04023728457120491,0.0712040742581793,0.05732258581018767,0.02948874230986793,0.5890793213827842,0.5319622927034431,0.55071813689882,0.6402068930876149,0.5783054882114093,0.6424746758338566,0.5637260490744119,0.6165802413045959,0.5475244122833348,110.46070237189875,7.0,1.0,0.8969356774196076,110.46070237189875,-104.94026572850215,0.05899444839864998,0.3426449414324395,3.0,0.0,0.46999656695595304,0.46999656695595304
2037,1,0.573883948232085,0.6456614571801242,0.5608326451509754,0.034361000518529417,0.07064320700747596,0.03722288940888614,0.029519262968327367,0.5981818465892006,0.530897334515966,0.4883824042612954,0.6464496906771756,0.5660713263722901,0.662532575841367,0.5931024795154826,0.5815125391330193,0.5300945890851562,108.18401357437001,7.0,1.0,0.7073901401595125,108.18401357437001,-97.6703761461322,0.6218211417531734,0.7055186967403841,3.0,0.0,0.46999656695595304,0.46999656695595304
2038,1,0.49505003760609456,0.5982459041732646,0.5514470255623135,0.055710774166524,0.06251506692062463,0.03386242870925125,0.06148235308061539,0.5802833760976678,0.5442638600129135,0.5299166143464629,0.6369771963744205,0.5630546585647944,0.6501297308029895,0.5199442115419678,0.6413407469708082,0.5579720559232351,106.71427274598896,7.0,1.0,1.0,106.71427274598896,-102.7955132003574,-0.2670756209339089,-0.7888290552694315,3.0,0.0,0.46999656695595304,0.46999656695595304
2039,1,0.5198743700674625,0.5912185340036102,0.548431927356125,0.046084236443500154,0.061560653489738285,0.03975221678594417,0.06290249049488779,0.5799133312597954,0.5525254201235885,0.53125521474789,0.628323013580315,0.5639880301436263,0.65243503147984,0.531512926936926,0.6502340200417088,0.5604581630704565,106.36032933422862,7.0,1.0,0.9574389121394951,106.36032933422862,-100.86332359505502,0.1470797540013251,0.1470797540013251,3.0,0.0,0.46999656695595304,0.46999656695595304
2040,1,0.5550914665426998,0.6955435276605888,0.5851114767534761,0.04745838704597846,0.056590915930672454,0.048303798446240144,0.04154621821972841,0.5843759571481029,0.5613658671413104,0.526150877228995,0.6392807139864198,0.5535364939918141,0.6615579452301497,0.5509976979329475,0.6423487382294792,0.5488645536369922,105.47938777254726,15.0,1.0,0.7442107978755713,105.47938777254726,-93.3589589950014,0.5876772482955204,1.0282738545315766,3.0,0.0,0.46999656695595304,0.46999656695595304
2041,1,0.5550914665426998,0.6955435276605888,0.5851114767534761,0.04745838704597846,0.056590915930672454,0.048303798446240144,0.04154621821972841,0.5843759571481029,0.5613658671413104,0.526150877228995,0.6392807139864198,0.5535364939918141,0.6615579452301497,0.5509976979329475,0.6423487382294792,0.5488645536369922,105.47938777254726,7.0,1.0,0.001279285006641593,105.47938777254726,-91.57142606335768,0.0,7.563482952183833,3.0,0.0,0.46999656695595304,0.46999656695595304
2042,1,0.5284140761511905,0.6330597773595471,0.5761868831657053,0.05677526535876769,0.08629840717714755,0.0334851573056785,0.05647692281949655,0.5808546862248445,0.5044923742178079,0.5023276120821629,0.663511646492064,0.5783921401368555,0.6568763071290253,0.6217410892907909,0.6097187880342607,0.5358853829400039,106.13358800074812,7.0,1.0,0.9789323818169838,106.13358800074812,-97.0307103639879,-0.2643628706185126,-0.6060736195607177,3.0,0.0,0.46999656695595304,0.46999656695595304
2043,1,0.4880704283239255,0.5876341108147269,0.5565499837102348,0.06814003296965515,0.05733105358116083,0.04616435556108107,0.034201168933096715,0.5811955384778296,0.5730244556218667,0.522310282129655,0.6133719062962718,0.5482434260919868,0.6470558318832166,0.5502852394865896,0.5974718286145528,0.5409720812540629,106.52269510975427,7.0,1.0,0.7531754413944256,106.52269510975427,-96.61505625936178,0.19596695652523977,1.072484823442494,3.0,0.0,0.46999656695595304,0.46999656695595304
2044,1,0.5679458308028362,0.6349455168820561,0.5942815295521165,0.038837940666942544,0.06800580404174879,0.0382820448573313,0.0389517797610207,0.5851734283745847,0.49844136741141304,0.49563006537324217,0.6443358396661292,0.5872691257407595,0.6502736962841017,0.5888582910555037,0.6143036641199966,0.5485896212609875,111.6666682275945,7.0,1.0,1.0,111.6666682275945,-101.63606429091374,-0.41562780670798816,-0.43511846234036966,3.0,0.0,0.46999656695595304,0.46999656695595304
2045,1,0.46540441617454736,0.6137514313251504,0.5638718726290513,0.038572743607804015,0.07287678385228732,0.04696425665649913,0.028324580659331862,0.5448507638267943,0.5351812506106758,0.5202408709224506,0.6289118964238246,0.5841296944642338,0.6388170642368437,0.5656428937687427,0.6030033545457847,0.5528717892132976,108.18322076699722,7.0,1.0,0.8249492019575371,108.18322076699722,-102.53967119565732,0.4315532721516462,0.5526636700194416,3.0,0.0,0.46999656695595304,0.46999656695595304
2046,1,0.5391161547315679,0.5883861300471126,0.5978947385105472,0.04882621095820262,0.06727084810313606,0.048285410310044886,0.04057868351491216,0.5594155517339131,0.5314590696009258,0.5352945270160092,0.6277908968822382,0.5897067358994821,0.6371891945934587,0.5458246446439936,0.6122167963714017,0.5439846652973859,109.98412212934458,7.0,1.0,0.9915230482736008,109.98412212934458,-102.13632938969293,-0.04763408149172221,-0.23823692827347998,3.0,0.0,0.46999656695595304,0.46999656695595304
2047,1,0.526113404236289,0.5823320618285172,0.584108151842004,0.045785495571793636,0.06817854212090906,0.04121246017589387,0.04106403839975639,0.5693830367223881,0.5324481289802723,0.5228183706655923,0.6185571913181823,0.587435436766388,0.6595389698534267,0.5547199782118851,0.6164416443363345,0.532994080529858,111.86622810486267,7.0,1.0,0.9589456929130896,111.86622810486267,-102.45647032404516,-0.2732406570706445,-0.2732406570706445,3.0,0.0,0.46999656695595304,0.46999656695595304
2048,1,0.576013028823202,0.6642930132565659,0.5436396919275336,0.10739249225483184,0.07187397829803943,0.03391635582273683,0.03588584106605738,0.6137055393526476,0.5424374617692169,0.5042173162460003,0.6624882552658246,0.5474035337380929,0.655623067374894,0.5990956205230384,0.6072141675301909,0.5593238911060646,107.4174260421733,7.0,1.0,0.5959838293680184,107.4174260421733,-96.76288958789343,0.5275615889186724,1.2646140779091297,3.0,0.0,0.46999656695595304,0.46999656695595304
2049,1,0.5257726829104905,0.64293753049638,0.5838693481021978,0.04789157149465888,0.06089975664318476,0.03895616646537549,0.04205156530512693,0.5689741909186373,0.5455774205803228,0.507988900796784,0.6204592382439629,0.5920579905338952,0.6644456924236888,0.5544334866289249,0.6042949723548251,0.5150539101313011,110.50398267481923,7.0,1.0,0.9862916195169443,110.50398267481923,-101.81031002016883,-0.33361680205800326,-0.33361680205800326,3.0,0.0,0.46999656695595304,0.46999656695595304
2050,1,0.5666928957213182,0.603991521358262,0.5601887696957533,0.04008035643974957,0.0762414634329583,0.039325121882891174,0.03341860693160331,0.600890543702818,0.5341364429001986,0.5306670601163103,0.6513880156943292,0.5590239926651182,0.6486516447283468,0.5857801969552728,0.6035260275987112,0.5694221993081476,112.92287850496143,7.0,1.0,0.8606079086636405,112.92287850496143,-102.42335573995642,-0.14638550568079722,0.39007606970653796,3.0,0.0,0.46999656695595304,0.46999656695595304
2051,1,0.5342053887837834,0.6323857440894819,0.5491867489907756,0.03889561846346521,0.06588279478919733,0.03986000031223832,0.04813508206721687,0.561665391826423,0.5431471109810992,0.48343565527401866,0.6255484316835692,0.5880154866445516,0.6611221972861501,0.5780303755136748,0.6141172621562695,0.5480392276011824,112.14848771695696,7.0,1.0,0.7969111456984871,112.14848771695696,-102.54630987799607,0.2029263084893813,0.8534885330055886,3.0,0.0,0.46999656695595304,0.46999656695595304
2052,1,0.5188571180233261,0.5785392549499573,0.5893656538144856,0.04472610563428152,0.06781276713844868,0.035785194205489784,0.04026239335107245,0.5623249910871502,0.5484907244854729,0.5120448884323008,0.6515113813824738,0.5657618066272688,0.6335230837704764,0.5601013449111735,0.6073832177610119,0.5620778236775661,112.89485449713075,7.0,1.0,0.9148251442628753,112.89485449713075,-106.64091205095282,-0.07503630241218673,0.15791147790137927,3.0,0.0,0.46999656695595304,0.46999656695595304
2053,1,0.5288536673670912,0.621793065083421,0.6077544621222665,0.05502283658805081,0.07121987527217412,0.02876187300766401,0.029110556279468115,0.5816152013226678,0.5385135549585349,0.49195264303067826,0.6473210396769328,0.5491969847586886,0.6651835824767126,0.5971730064192946,0.6010101532997015,0.5379614092402861,110.82344004509656,7.0,1.0,0.7293335271983395,110.82344004509656,-102.64927264741345,0.11942719579118943,0.4949824750961511,3.0,0.0,0.46999656695595304,0.46999656695595304
2054,1,0.539280363621557,0.6155334867010667,0.5659110336447274,0.021986661484921195,0.04741801739115429,0.03874444051898689,0.0527335794604604,0.5763778599891448,0.5389819290513148,0.5229742766375949,0.6293507814183074,0.5861470331391877,0.6390940981502521,0.5710327490093424,0.6128704335962639,0.5742997993350264,109.8044633202603,7.0,1.0,0.956249492137027,109.8044633202603,-100.85388728725337,-0.09668651018765217,-0.6056293288848735,3.0,0.0,0.46999656695595304,0.46999656695595304
2055,1,0.539280363621557,0.6155334867010667,0.5659110336447274,0.021986661484921195,0.04741801739115429,0.03874444051898689,0.0527335794604604,0.5763778599891448,0.5389819290513148,0.5229742766375949,0.6293507814183074,0.5861470331391877,0.6390940981502521,0.5710327490093424,0.6128704335962639,0.5742997993350264,109.8044633202603,7.0,1.0,0.07976491013051726,109.8044633202603,-104.11636061146682,0.0,2.991889999813111,3.0,0.0,0.46999656695595304,0.46999656695595304
2056,1,0.5632176927210005,0.6127193509093416,0.593205144417681,0.051502887107278704,0.09999776585578711,0.04907543667935087,0.03311011794978055,0.5838317978119479,0.5523391774924316,0.4881245751983012,0.636568540474372,0.569396480735268,0.6604214419183034,0.5901204939309844,0.6138332884233749,0.5483177330408125,108.30950474746501,7.0,1.0,0.2755378393170399,108.30950474746501,-98.48739794458976,1.2604280927545375,1.58219590352833,3.0,0.0,0.46999656695595304,0.46999656695595304
2057,1,0.5410991248927716,0.6439429908324144,0.5616774682492134,0.030022987678008782,0.09662778557420688,0.03270636289555821,0.027422487531388807,0.5907130614892643,0.584633440294924,0.49775646732142653,0.6313772858184445,0.5885079114344222,0.6715491492266664,0.5712578179514544,0.599249058694875,0.541548989062023,106.16380892780973,7.0,1.0,0.9572929223589254,106.16380892780973,-100.62738035190323,0.23134184146132952,0.23134184146132952,3.0,0.0,0.46999656695595304,0.46999656695595304
2058,1,0.5830310277025275,0.5859871432590709,0.586592845646194,0.06587529381264763,0.059907247260098384,0.049724959945716914,0.05020920398636806,0.5952558591835848,0.5277231297002419,0.5196534901146551,0.6255524256218952,0.5268761484042076,0.6361210603030975,0.5702379124653227,0.6060300174200053,0.570325442923205,107.93161366455863,7.0,1.0,0.598897220684122,107.93161366455863,-96.6300196997951,0.2942956205518925,0.8882389773764459,3.0,0.0,0.46999656695595304,0.46999656695595304
