iteration,chain,p[1],p[2],p[3],dh,d[1],d[2],d[3],"c[1,1]","c[2,1]","c[3,1]","c[1,2]","c[2,2]","c[3,2]","c[1,3]","c[2,3]","c[3,3]",lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
2391,1,0.6059661494060086,0.6728846434071585,0.5531328481573208,0.05190320725882807,0.06448642020887324,0.029398839460031072,0.036185237844051824,0.5684531117311797,0.5508568727396632,0.5016726990203326,0.6300527276846123,0.5383130298139703,0.6545168061311184,0.5557421293435244,0.5855660053989364,0.5576551020148109,105.7404670333226,7.0,1.0,0.8264511985879827,105.7404670333226,-99.38956043235319,0.1915835021011958,0.6393038075256783,3.0,0.0,0.46999656695595304,0.46999656695595304
2392,1,0.5658828990147606,0.6657990428433422,0.5586075817946793,0.06150049397424388,0.06350470415827228,0.036401197743161494,0.041373404432496076,0.587765516839602,0.5310200699774693,0.4956736219513673,0.6427754585405423,0.5676969966227327,0.6577059330092052,0.5641709474395276,0.6053126490600933,0.5282895780782119,113.53793138943257,7.0,1.0,0.9901711277490082,113.53793138943257,-102.48899321049561,-0.7084952918275746,-0.7084952918275746,2.0,0.0,0.46999656695595304,0.46999656695595304
2393,1,0.5698634976407657,0.6305269898607585,0.46205948567620464,0.10396270983355302,0.06317105300511122,0.03358919533570698,0.07277414526838873,0.5908643383295777,0.5478255166229914,0.5275172355212656,0.6431071044555046,0.5619227219134366,0.6636060253723254,0.6083688676584468,0.6082305040267738,0.5274126363601136,103.69916003925992,7.0,1.0,0.6400361688813818,103.69916003925992,-96.20440643655286,0.4449144947287351,0.7043375064696846,3.0,0.0,0.46999656695595304,0.46999656695595304
2394,1,0.5591841869327981,0.7048171309486304,0.5502147553158465,0.05395815608119573,0.06823818615585177,0.036655560740682054,0.025984537124901032,0.5874974641124793,0.5275820683962856,0.5019071510317673,0.646511369202696,0.5681282436579534,0.6521915477978381,0.5406514332023299,0.6068681200604712,0.5424577591941818,106.3571409447318,7.0,1.0,0.861272117759987,106.3571409447318,-96.28283573511376,-0.5733183867912999,-0.5733183867912999,3.0,0.0,0.46999656695595304,0.46999656695595304
2395,1,0.5473562457965757,0.608867189775569,0.5978137038501307,0.025535121515206385,0.06100612725120225,0.03734415722871351,0.059995837221508454,0.5813675653347389,0.550204288267232,0.5224242066404232,0.6281400446460436,0.552602463892137,0.6543418195169278,0.6237859965656719,0.6068448095888621,0.5645447293937816,110.66727944510619,7.0,1.0,0.9873500321963974,110.66727944510619,-104.95340465708209,-1.9261876519191645,-1.9261876519191645,3.0,0.0,0.46999656695595304,0.46999656695595304
2396,1,0.5163344224770241,0.6054104992672346,0.588170087554108,0.03391299062407937,0.06420727585263725,0.04343696895849668,0.06419811980297765,0.5800812538134801,0.5500964273510615,0.5341482877395562,0.6165493222837635,0.5686863254145358,0.6406204104577182,0.6118806189287154,0.6058806412776404,0.5563311642169333,109.20610176373873,7.0,1.0,0.11972677695516307,109.20610176373873,-99.54433536711407,1.0971950390801908,3.081706250067498,3.0,0.0,0.46999656695595304,0.46999656695595304
2397,1,0.6302990700355096,0.6050420585535806,0.5956824866257177,0.0485534056514199,0.05441332046382721,0.036072575223560825,0.05335860520715807,0.5968132621232081,0.5478171458929778,0.5275198752010444,0.6327881431270702,0.5718389489693484,0.6662187049222565,0.5798952237630823,0.5926658362228931,0.5526944429897346,108.67310289440844,15.0,1.0,0.6570936728344826,108.67310289440844,-101.80624283444531,0.5078216902216326,1.2941658184122247,3.0,0.0,0.46999656695595304,0.46999656695595304
2398,1,0.5293990830021672,0.6440973043196146,0.5777375016290572,0.04451051612818142,0.08640334442627624,0.04450358665040411,0.033888285860626234,0.5892133811687458,0.540012631702806,0.5090120484881796,0.6658097922226116,0.5590789774412852,0.6421787082695806,0.5882044828105334,0.617185522212048,0.5661482749929908,110.22412658197275,7.0,1.0,0.7111650187950128,110.22412658197275,-94.61637692763139,-0.019516190056904748,0.7776938354212461,3.0,0.0,0.46999656695595304,0.46999656695595304
2399,1,0.5503711167832843,0.6342668654911675,0.5150063650680129,0.04260571242074945,0.0599036866146269,0.049049451503047986,0.04969933231034163,0.5731949707960313,0.5311353168580519,0.519293848225591,0.6322186208780217,0.5555775508562859,0.654368235804,0.53718372890574,0.6024947895703253,0.5425776852495076,109.8871959231334,7.0,1.0,0.8698443719880485,109.8871959231334,-100.09911968896071,0.20698494578451232,0.419795689038736,3.0,0.0,0.46999656695595304,0.46999656695595304
2400,1,0.569484653383872,0.6017826435715177,0.6135311357510639,0.0591654688653806,0.055215334723856375,0.03575892794599079,0.04629046908813665,0.5986811575763912,0.5592149734861986,0.507980910473863,0.6465246861851168,0.5539120092548944,0.6521773314787264,0.5580699526936257,0.5858137870632013,0.5497397488893745,110.93280081873834,7.0,1.0,0.874906683216735,110.93280081873834,-102.04647340762281,0.03087914445566753,0.32769301219649094,3.0,0.0,0.46999656695595304,0.46999656695595304
2401,1,0.526808683993648,0.6305150130411875,0.5501477763611405,0.03680709942252236,0.07597972680084854,0.04077555142085697,0.03353081176986762,0.5794030098678581,0.5291068856324274,0.5417532099823881,0.6190733988512723,0.5904379083145119,0.6595299756751828,0.5842013796205542,0.632924620263972,0.5381403907931388,109.7174004894166,7.0,1.0,0.9750210441777867,109.7174004894166,-104.6497521703698,0.07605622973230197,-0.18528999501212695,3.0,0.0,0.46999656695595304,0.46999656695595304
2402,1,0.5391663640529126,0.6526612470778506,0.5912126193332112,0.03280839144563767,0.06837870661346696,0.03920358741666246,0.03349814740521085,0.5775709421975028,0.5258773681706331,0.5270499605715855,0.633381855714245,0.5971758043999517,0.6336347910214826,0.5469365534343268,0.6147368350963852,0.5611904179913911,111.08009112956235,7.0,1.0,0.9838195838423335,111.08009112956235,-102.44659999894854,-0.2219029969791677,-0.2219029969791677,3.0,0.0,0.46999656695595304,0.46999656695595304
2403,1,0.5406719559457752,0.6014259270804483,0.5694009458558977,0.02020540347495145,0.06960870262283883,0.05447756509211819,0.0401783542975427,0.553371247443489,0.5302350933984794,0.5321001624232118,0.6159367856696708,0.6081065386261756,0.6267215496735017,0.5683602598336737,0.6019718693200868,0.5602007605072493,113.49923102632718,7.0,1.0,0.44412478052911536,113.49923102632718,-105.83083984267618,-1.3664379748598492,230.21055285146122,2.0,0.0,0.46999656695595304,0.46999656695595304
2404,1,0.5381986507452425,0.639909617795086,0.5855248386641737,0.024551560399837063,0.06332187511867582,0.035326891468857986,0.03255861505728281,0.5608346835838587,0.5527009448594147,0.5074700974341796,0.6260441840426167,0.6098233046574524,0.6488464310590081,0.5577893176021924,0.6041939814152282,0.5691322830527815,111.23615948928959,15.0,1.0,0.4256087874980406,111.23615948928959,-103.91768335068097,0.601891197167788,3.5228581932792906,3.0,0.0,0.46999656695595304,0.46999656695595304
2405,1,0.5278985899491253,0.604528069547214,0.5775988781552049,0.021187793825302448,0.06286007694668243,0.04614254592335875,0.04466707723000399,0.570811221371881,0.5217473517669523,0.5120246662443304,0.6307353163358658,0.5914971537741437,0.6322343506213807,0.550555509241193,0.6045669849780018,0.5645558970535587,113.56287171732701,7.0,1.0,0.8501825157207455,113.56287171732701,-105.54132791238638,-0.7618733682308942,-0.7618733682308942,3.0,0.0,0.46999656695595304,0.46999656695595304
2406,1,0.5548112567412055,0.6291652965154738,0.6033662673311917,0.05894625238001642,0.08113285611886764,0.041347336584338285,0.04481586910359713,0.591283141209039,0.5604420207512791,0.49035036945422344,0.6389330101989708,0.5693489658316457,0.6389642704211538,0.6146673907511176,0.6248013624804079,0.5679838595919443,108.74392920547568,7.0,1.0,0.4967226849677702,108.74392920547568,-103.67059382526598,0.6589081813540503,2.0317510494217856,3.0,0.0,0.46999656695595304,0.46999656695595304
2407,1,0.5851884696725171,0.6149311393008021,0.6028105801746303,0.045637677706821284,0.08482079077301707,0.03176808802575999,0.0407961688794608,0.5919264232997113,0.5519042220869455,0.48558347656036294,0.6403595120653165,0.5630793173941429,0.6475397268657359,0.6104529521261444,0.6282149164375146,0.5707777022715371,108.50323117105714,7.0,1.0,0.8828496361651003,108.50323117105714,-100.97658498298387,-0.32035826434959347,0.5539087606918116,3.0,0.0,0.46999656695595304,0.46999656695595304
2408,1,0.5578568015967128,0.6178219397890391,0.5728293939571987,0.06245846974047249,0.07750431580919441,0.04600231293816182,0.037867010391602465,0.5878835539723173,0.546949264258597,0.48519748718773476,0.6257973260950801,0.5347523889796607,0.6468376238084693,0.5942576158991769,0.6201849433280199,0.564932469711934,108.97207035939918,7.0,1.0,0.8874196924705965,108.97207035939918,-101.9848059834426,0.17865563539064055,0.31125066551960856,3.0,0.0,0.46999656695595304,0.46999656695595304
2409,1,0.5453420180460005,0.6287315678862042,0.532464282335024,0.028571127749530106,0.055606461586006156,0.0367795831527747,0.03420659637665715,0.5836768391965746,0.5251503975706426,0.5304548309838275,0.6548434812284132,0.5919602908294733,0.6440116042163883,0.5631119997859935,0.5937604769148657,0.5400159942199463,112.30701166417796,7.0,1.0,0.9897179068372591,112.30701166417796,-105.06018891831309,-0.505669310648031,-0.5838576198203356,3.0,0.0,0.46999656695595304,0.46999656695595304
2410,1,0.5478152009037468,0.6163180051284146,0.6113912107389792,0.037595777033752664,0.06306276637798554,0.040374914198202425,0.050126511905556746,0.572999526196416,0.5512746962534505,0.5042672531589385,0.6067093877091225,0.5742742214631961,0.6596636637138086,0.5835463845504395,0.6102618088509514,0.5224134074907326,110.2549237543904,7.0,1.0,0.7205455216513518,110.2549237543904,-105.02798837239719,0.6634516880740478,0.6634516880740478,3.0,0.0,0.46999656695595304,0.46999656695595304
2411,1,0.5487576486101549,0.6117533989004157,0.5231097765234336,0.05407778949340593,0.06711798364488489,0.03632383907579568,0.03155038681651153,0.5804031771783816,0.5223810062852986,0.5113339206457604,0.6582933580540828,0.5620848859495724,0.6440980641198332,0.571102390475163,0.6041103493335571,0.5557894815153075,113.26393375490457,7.0,1.0,0.8922073998979906,113.26393375490457,-106.8172013511121,-0.17237826245663257,0.2920559264966158,3.0,0.0,0.46999656695595304,0.46999656695595304
2412,1,0.5130971728258079,0.6147397519338198,0.5463502550465315,0.04497049727714802,0.06597577649185238,0.03680085188696741,0.03318842643733577,0.5801971850601121,0.5162562953813101,0.5160591671260771,0.6534356061197084,0.5534586241018759,0.6356465344759565,0.5750152413210948,0.602231791407642,0.5539981538778787,113.72046536741357,7.0,1.0,0.9827260848184134,113.72046536741357,-108.51165987314175,-0.1550126333340529,-0.2487933576818051,3.0,0.0,0.46999656695595304,0.46999656695595304
2413,1,0.5693686394418036,0.6258381339095734,0.6040890966723762,0.04480400798813061,0.06579008526798005,0.03821053254539493,0.03916193918391272,0.5815122810217738,0.5457350621833138,0.4963688309582348,0.6197308164321039,0.5783118537304235,0.6689265329214785,0.5781557691785061,0.6154425679479901,0.5469424567190864,114.0027764119244,7.0,1.0,0.9941348357588401,114.0027764119244,-109.88987507538256,0.0020956096837068117,-0.026783728734613987,3.0,0.0,0.46999656695595304,0.46999656695595304
2414,1,0.5596247401172436,0.675114405302574,0.568425531628517,0.06146933207479302,0.07429201120104928,0.04888467401761522,0.05073168921596883,0.5896272307529956,0.5557712590897093,0.4977374414872231,0.589975035385281,0.5660756505142368,0.6542040155011208,0.5625848325061823,0.6207277872701544,0.5412304809629637,105.57805595250143,7.0,1.0,0.6719510929156746,105.57805595250143,-101.54178781509631,0.5464010596434576,0.5496013553457004,3.0,0.0,0.46999656695595304,0.46999656695595304
2415,1,0.5262107967193451,0.5714480599289575,0.528953675003701,0.036636530255475606,0.06513821438823741,0.04636577092418688,0.03353941061802603,0.571598449825914,0.5194827459981282,0.4931092290192607,0.6401521378065349,0.5803782265377747,0.6216761617801113,0.5574017819896578,0.6019279308993197,0.5170505417846785,107.94465919540033,7.0,1.0,0.919863503726794,107.94465919540033,-98.96451929882208,-0.6453527948824131,-0.6453527948824131,3.0,0.0,0.46999656695595304,0.46999656695595304
2416,1,0.5807125637211441,0.6366327890935063,0.6177189241880064,0.03687058229117965,0.057140152774984604,0.04305292749900522,0.03898042324281522,0.5957816889194343,0.5603797559216832,0.5315939989832432,0.601814043950038,0.5700790932188778,0.6543600821068783,0.5845777598237524,0.6161354017068734,0.5778942944249783,108.85542463366751,7.0,1.0,1.0,108.85542463366751,-102.32361578686542,-0.248836025537571,-0.6235215641246299,3.0,0.0,0.46999656695595304,0.46999656695595304
2417,1,0.6014759158779028,0.6229899934257517,0.6076035673138943,0.041718898672349826,0.05690762884660402,0.04498647059544221,0.04070570134549611,0.5935847569043228,0.5581981927316805,0.5314296723080351,0.6100730122872894,0.5681935921848172,0.6678287604975371,0.5833858808185457,0.5857146734398146,0.5792819200864208,107.97450250979631,7.0,1.0,0.8289798112574933,107.97450250979631,-98.77656616778397,0.18358946046934932,0.3207135048449743,3.0,0.0,0.46999656695595304,0.46999656695595304
2418,1,0.5324104995897039,0.6275774417951914,0.5309551937170718,0.04209706585692144,0.06650758253311358,0.033489149757463234,0.036838892491662556,0.5969005672115415,0.5310387350713666,0.5169307395604852,0.6583381874899767,0.5815039454435134,0.6438417480163305,0.5608749087919546,0.6064672602011878,0.5302524763655136,113.40291093219622,7.0,1.0,0.930401064284103,113.40291093219622,-103.96031428374447,-0.422091350953238,-0.4325447619375353,3.0,0.0,0.46999656695595304,0.46999656695595304
2419,1,0.5382837521593192,0.6097176430645016,0.6014415529858511,0.0442331541470912,0.05357829993594517,0.03429181731122259,0.04555925496856527,0.5750802388252192,0.5330184355393113,0.4835324930117326,0.63754556100314,0.5427023766633994,0.6577063403507958,0.5853636314741435,0.6093190895686874,0.523324040904556,109.90007705187797,7.0,1.0,0.7493887502504141,109.90007705187797,-104.77356843758096,0.3256994640612447,0.42596900456437936,3.0,0.0,0.46999656695595304,0.46999656695595304
2420,1,0.5056237331088779,0.620412098324871,0.546278993871375,0.05276992982469433,0.05773983250833242,0.03150758935588825,0.03403046826630414,0.5895199424088103,0.5240285041222363,0.5080098857318981,0.6279099587558439,0.5995678342614602,0.6498041614368211,0.5285780454068986,0.6072731969837546,0.5376781517333025,106.2085690633029,7.0,1.0,0.8756473589917405,106.2085690633029,-98.68524127286179,0.25200353937395903,0.2568478795089959,3.0,0.0,0.46999656695595304,0.46999656695595304
2421,1,0.5992918093028522,0.6619044757599886,0.5595298072146916,0.05039901946267737,0.0696912777211569,0.054880999862384885,0.027252155250156174,0.5756617762282202,0.5331723627413437,0.4966088924621979,0.6501388883340394,0.5746878710259518,0.6492809236856483,0.5962079271609495,0.6094549984697363,0.5514769859559616,107.03189468263386,7.0,1.0,0.8907470842893334,107.03189468263386,-96.1529379539806,0.13560037221927246,-0.5271810431576682,3.0,0.0,0.46999656695595304,0.46999656695595304
2422,1,0.5503651843083487,0.599534421104948,0.5762611660288696,0.036906159250016626,0.06737368775003792,0.02877817767772529,0.05905722510257985,0.5675145949781348,0.5431326475731743,0.5264369613189651,0.639934029976657,0.570204637068545,0.6557370932667158,0.5475323806093957,0.6008670403775994,0.559892778716725,112.66527022547508,7.0,1.0,0.8830434207898717,112.66527022547508,-101.85599129056044,-0.4265533516653477,-0.7065687529317586,3.0,0.0,0.46999656695595304,0.46999656695595304
2423,1,0.5267276426147729,0.6426471414148569,0.5647609383437876,0.03546112341872051,0.06249042771315371,0.034826775478733765,0.044471363716860265,0.5717601894169818,0.5268187737844388,0.5090780509291876,0.6294646243792091,0.5720746362123265,0.6569891804178573,0.5839003026391641,0.5907458358262907,0.5460988141635359,115.61335830582426,7.0,1.0,0.762264914884156,115.61335830582426,-107.05069424242319,-0.19370375277856056,0.5295706020988575,3.0,0.0,0.46999656695595304,0.46999656695595304
2424,1,0.516926230493411,0.6107592262937845,0.582376592794364,0.03886851367945941,0.06732102151692171,0.03554695506823026,0.02985392115489377,0.5883290503873291,0.5536107721089152,0.5242011647841526,0.6460368648400392,0.5679250237191205,0.6437397961676531,0.5727777986410849,0.6193256542521394,0.5509095230505983,114.83533608040571,7.0,1.0,0.8541884066210034,114.83533608040571,-112.12155421382799,0.2170592329870118,0.28471876704918486,3.0,0.0,0.46999656695595304,0.46999656695595304
2425,1,0.5765569426638549,0.6295098006749306,0.5739594119951944,0.03874731890644684,0.08166685795216029,0.033781004477850075,0.04468512647030456,0.5758984168413426,0.535933499283873,0.527374892856202,0.635463948966604,0.5754856159640593,0.6600604341430925,0.5713492333428336,0.588823871444118,0.5423438486904887,113.84305624546629,7.0,1.0,0.8908694905606659,113.84305624546629,-107.97117732594353,-0.0649291833060488,-0.39604102257546003,3.0,0.0,0.46999656695595304,0.46999656695595304
2426,1,0.5377319341697199,0.5787499062965221,0.5214470300286097,0.032831075890084854,0.06964693453878416,0.043157193709268106,0.04608669561873862,0.5833507705482686,0.5473959941921224,0.5583329291859594,0.6141744477811923,0.5840903878578533,0.6624046936146583,0.558516446285719,0.5862472268661069,0.5230713218886045,105.88640501190704,7.0,1.0,0.768535866053071,105.88640501190704,-101.891424842516,0.9327391864552652,0.9327391864552652,3.0,0.0,0.46999656695595304,0.46999656695595304
2427,1,0.5663363794374944,0.6382040416509707,0.5909536612062238,0.040611043715687335,0.06541567354729123,0.04806887221035095,0.04831560340253684,0.6065104776752616,0.5501582945340218,0.5249289327038554,0.6215257917860244,0.5830242064921792,0.6707035888069909,0.548835611453265,0.6141707423116116,0.5483638008162732,111.3507361610464,7.0,1.0,1.0,111.3507361610464,-99.81565367545673,-0.7591288928246342,-0.8545789165235362,3.0,0.0,0.46999656695595304,0.46999656695595304
2428,1,0.598382792568993,0.6263666909245029,0.5549493467647251,0.033715111856353244,0.06547180038900915,0.04340608027560275,0.04712938135687362,0.5942218864730009,0.5711581115386882,0.4986258066658108,0.6449607448511027,0.6026215525678899,0.6596204623389376,0.550072965722124,0.5950202545157164,0.5409471620243896,108.9534796061822,7.0,1.0,0.8522357895792426,108.9534796061822,-103.82947804050119,0.2702719525419468,0.2702719525419468,3.0,0.0,0.46999656695595304,0.46999656695595304
2429,1,0.5111095126794294,0.6234051916462255,0.5829743494011498,0.07178115906329098,0.06627270120951197,0.04646608293898879,0.04081583726205237,0.5541565675268609,0.5439147454888903,0.5111918852005015,0.6546165879568631,0.5909093492336115,0.6708640575510193,0.543536763100964,0.5942737556138132,0.5635826924063578,107.9121155990963,7.0,1.0,0.30908325006318155,107.9121155990963,-98.14518222797942,1.4841799917773528,1.8400393105755342,3.0,0.0,0.46999656695595304,0.46999656695595304
2430,1,0.5873544685093098,0.583822520265892,0.5748536901962464,0.04718111431734053,0.0647193319881555,0.029869377124031742,0.04530680473357642,0.6182487539898378,0.5051842877944379,0.49848014004566027,0.6342668151635776,0.5387567258364973,0.6440473033698012,0.5797705140378895,0.6106370459635724,0.5701004878902899,106.49195557970016,7.0,1.0,0.965978980884989,106.49195557970016,-100.81581877967513,-0.04585812869554218,-0.6670645333768732,3.0,0.0,0.46999656695595304,0.46999656695595304
2431,1,0.5347151633724812,0.6381660734830875,0.5838526329479127,0.03329160152456195,0.07976603265188352,0.04640883464845751,0.04225676897814678,0.5662195644602204,0.5768338046845068,0.539019794158823,0.6469494610368628,0.5964445110861173,0.6645601014807648,0.5447153598161253,0.600770308220808,0.5584167401970481,109.52017368501842,7.0,1.0,1.0,109.52017368501842,-102.5635074310134,-0.4285009267582893,-0.4947013007856498,3.0,0.0,0.46999656695595304,0.46999656695595304
2432,1,0.5628803692854605,0.6113439920238918,0.5592655057483353,0.06679168303137963,0.0591875520495913,0.02859259250269904,0.043447931418362284,0.6123032689541051,0.5216956957430953,0.5017817129618184,0.6408381356999987,0.5549882288888627,0.6469824176003046,0.5835106119277201,0.5978041140214788,0.5200100165190465,110.41465962318641,7.0,1.0,0.9971809357356687,110.41465962318641,-101.8909798805596,-0.12665682417913615,-0.21258062521242493,3.0,0.0,0.46999656695595304,0.46999656695595304
2433,1,0.5369191904005971,0.6057270615142767,0.5546681063904808,0.05337797586379744,0.057743822937791074,0.036406887195510315,0.05210951634882797,0.6051901546902492,0.542453292720828,0.501639007580694,0.6516113554849343,0.5550989823033744,0.6496419085662517,0.5608110523570143,0.6024490434117934,0.5161274045210152,111.55843526903752,7.0,1.0,0.9994526400608024,111.55843526903752,-106.85765691802412,-0.1825069364497125,-0.2792363302513081,3.0,0.0,0.46999656695595304,0.46999656695595304
2434,1,0.5430567940976271,0.6474541789191836,0.5778475363579482,0.038482179505132615,0.05978124452427305,0.04137512367171104,0.0326670686404944,0.5798540312303498,0.5415756426526208,0.5115455485935481,0.6690564409888127,0.5601554866790701,0.6707073909507181,0.553181397270754,0.6175759639070489,0.5506305693574253,112.88656165846454,7.0,1.0,0.9424797868794956,112.88656165846454,-105.93872019910566,-0.1258025607492783,0.14458368563501267,3.0,0.0,0.46999656695595304,0.46999656695595304
2435,1,0.5477841764178858,0.6168853446630876,0.5739627508884673,0.017777269182704798,0.06561686728089453,0.05606246910681986,0.051936234360756194,0.581021094664977,0.5372009525830229,0.5135409513299686,0.6185418559671142,0.6333250470068428,0.6273912737081211,0.6025312902408824,0.5916635716861021,0.5585236939160134,108.39052007954272,15.0,1.0,0.35760622321966284,108.39052007954272,-102.88061398192441,0.0504740064649809,8.185482007532329,3.0,0.0,0.46999656695595304,0.46999656695595304
2436,1,0.5477841764178858,0.6168853446630876,0.5739627508884673,0.017777269182704798,0.06561686728089453,0.05606246910681986,0.051936234360756194,0.581021094664977,0.5372009525830229,0.5135409513299686,0.6185418559671142,0.6333250470068428,0.6273912737081211,0.6025312902408824,0.5916635716861021,0.5585236939160134,108.39052007954272,7.0,1.0,0.03316842882401859,108.39052007954272,-100.78756995120298,0.0,4.381705134447472,3.0,0.0,0.46999656695595304,0.46999656695595304
2437,1,0.5477841764178858,0.6168853446630876,0.5739627508884673,0.017777269182704798,0.06561686728089453,0.05606246910681986,0.051936234360756194,0.581021094664977,0.5372009525830229,0.5135409513299686,0.6185418559671142,0.6333250470068428,0.6273912737081211,0.6025312902408824,0.5916635716861021,0.5585236939160134,108.39052007954272,7.0,1.0,0.00017370825234500653,108.39052007954272,-99.29957325464954,0.0,12.970766996953358,3.0,0.0,0.46999656695595304,0.46999656695595304
2438,1,0.5520360376059161,0.6395183926660981,0.5948632274650842,0.03334044719347837,0.07108432303983622,0.05359283274010694,0.06115747045562308,0.5763556942654899,0.5478214170312882,0.5416216919204564,0.6425069119493506,0.6274458561261445,0.6357180116136197,0.621359152026067,0.5953731668639941,0.547890378216189,106.00824572852166,15.0,1.0,0.05522825047105719,106.00824572852166,-98.22400012237166,1.102776623022507,9.354641470320303,3.0,0.0,0.46999656695595304,0.46999656695595304
2439,1,0.5532021211585337,0.6155990678626136,0.5693360534405413,0.022828543136241376,0.07054680869575497,0.04371318275397496,0.031558619036418004,0.5929577799572987,0.5531240814606682,0.5266874778021103,0.6176705749302115,0.5763119163623387,0.6507697578651855,0.5577016355288112,0.585089568345346,0.5565801834488578,113.91289360400037,7.0,1.0,0.8899448452971386,113.91289360400037,-99.31466991261236,-0.48471736845185376,-0.48471736845185376,3.0,0.0,0.46999656695595304,0.46999656695595304
2440,1,0.5476253366787858,0.5974026901280092,0.5411355869661468,0.02318664967468673,0.06426508705833586,0.03800313484048087,0.036292218809455816,0.5854194554205162,0.5590712964030634,0.5197417739677644,0.6212237648551056,0.5803228506059598,0.6498484222249195,0.557261852029475,0.5781115957526076,0.5432161968252157,112.90076267972114,7.0,1.0,0.6175339683250237,112.90076267972114,-105.36657717271024,0.7333063968986835,0.7333063968986835,3.0,0.0,0.46999656695595304,0.46999656695595304
2441,1,0.5192204520150588,0.6117052378987933,0.6124386148855195,0.07283458338532442,0.06227582082427127,0.07364702561829926,0.04257644957192989,0.5860106527464298,0.514510205895544,0.5010630682846843,0.5980745301898257,0.560060041096303,0.6288597916990901,0.5959440398578748,0.6433805946039118,0.5314963559869998,102.59412546250132,7.0,1.0,0.6825636199272481,102.59412546250132,-96.38683325006015,0.5147626807822263,0.6107340348745538,3.0,0.0,0.46999656695595304,0.46999656695595304
2442,1,0.572892342556231,0.5874645428845984,0.5552053212613907,0.0298138259875642,0.06571465044818399,0.033036545199811605,0.04481778326740431,0.5864001127928286,0.5503952699523181,0.5151016440622861,0.6311247245592864,0.5533248831445665,0.6568155107974376,0.5799123550267832,0.6032517809356102,0.5181928662126813,111.49363589661401,7.0,1.0,0.9964149079753432,111.49363589661401,-96.68403594049009,-0.7838754320439989,-0.9924813577678293,3.0,0.0,0.46999656695595304,0.46999656695595304
2443,1,0.4807055940554037,0.6856076652276505,0.5771768051119912,0.06528398677770933,0.058961008888717,0.044089727280338255,0.04642472401191671,0.5797715481052733,0.5236767536500465,0.5018809583653149,0.6474958870010753,0.5850462588946587,0.6559478396173922,0.5472007015404394,0.5895982649970474,0.5748828960701963,107.78787264594811,7.0,1.0,0.8785964911966122,107.78787264594811,-102.66439613331036,0.13129060514420132,-0.3758602683631551,3.0,0.0,0.46999656695595304,0.46999656695595304
2444,1,0.5511415485554245,0.5584030981447613,0.5710589057901647,0.04547985860803363,0.08358297229747558,0.03433724079410163,0.034482087133052605,0.5680538221822862,0.5331708320813351,0.5061723660372818,0.6482019390301876,0.5538037889640762,0.6515203750724791,0.5945004956895873,0.6189027318625389,0.5357587161662091,110.22622462942272,7.0,1.0,0.7701373764915603,110.22622462942272,-100.62723114347997,-0.42566987385924904,0.6351486072581594,3.0,0.0,0.46999656695595304,0.46999656695595304
2445,1,0.528583714692318,0.6017012190767471,0.5413727270027207,0.07487130432037918,0.0780477283512226,0.035202558054378406,0.037319789126481775,0.5930112204852024,0.5633437334691055,0.4891500796592074,0.6455074367483313,0.5535447937283225,0.6621557653910254,0.5619891482083634,0.5960428919638231,0.536045836449104,111.1665274341625,7.0,1.0,1.0,111.1665274341625,-106.35374871693298,-0.15766244327139134,-0.5033421298155787,3.0,0.0,0.46999656695595304,0.46999656695595304
2446,1,0.5419960121964476,0.6138189433600311,0.5682363319159489,0.07227293829138992,0.07959906381843777,0.033670834794690165,0.039434519680562566,0.5744200366505731,0.5525920513526411,0.4960402522382376,0.6402549905985802,0.5608276443428458,0.6439117466944118,0.5586043936006432,0.5949658899946441,0.536923166718845,111.79708511139214,7.0,1.0,0.9026183287140273,111.79708511139214,-104.15598794087342,0.016299718638990157,0.4763536242911641,3.0,0.0,0.46999656695595304,0.46999656695595304
2447,1,0.5621951753159068,0.6847267273764891,0.5467984256918538,0.07336217449621671,0.08023044447486634,0.03428561055971368,0.042293108202757536,0.6047444611220016,0.5425011104878851,0.5214068650006298,0.6390142123176707,0.5743074857174542,0.6599769575813655,0.5701797299829424,0.6141750011677181,0.5448917307349593,111.05782282721871,7.0,1.0,0.8907486508525745,111.05782282721871,-106.45121324799095,-0.13372609699203508,-1.6334320028172442,3.0,0.0,0.46999656695595304,0.46999656695595304
2448,1,0.5204443492813916,0.5937902310474854,0.598144297679471,0.035534904671431826,0.0519156696633594,0.03979066404775695,0.029283841143948833,0.5683985101898718,0.5363993509821635,0.5104096084022125,0.6376420153028084,0.5617076786181786,0.6391244423901786,0.5737382187110874,0.5951879271669401,0.5457178782237297,112.52501082956148,7.0,1.0,0.9242639156190474,112.52501082956148,-106.9184476594184,-0.33617219313937596,-0.41008558160672237,3.0,0.0,0.46999656695595304,0.46999656695595304
2449,1,0.564858322085705,0.5966306316231731,0.5216603987718978,0.05410731066500976,0.06471793181949871,0.03000458254130501,0.0393630425637003,0.6046901570265972,0.5506358803170696,0.5174724871449414,0.6446732286010448,0.5454385467923347,0.6529006581134426,0.5783491597427064,0.6080994226727329,0.5563192964104843,112.15123133242038,7.0,1.0,0.8965055324192228,112.15123133242038,-106.65153082773578,0.16484280019288633,0.3791200537025077,3.0,0.0,0.46999656695595304,0.46999656695595304
