stable_gens,density,c,nSpecies,boardSize,dispersal,demes,alpha,bLim,maxDens,richness,gens,self,jac,envdet,pie
0.0893458064578831,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,4.0,478.0,1.0,0.463128237370123,1.0,0.5115382581562955
0.08911604972170271,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,4.0,644.0,1.0,0.6912213509455646,1.0,0.4867800047287056
0.0885813637725264,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,5.0,450.0,1.0,0.699753250676382,0.875,0.7108141025593088
0.08990659347303073,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,5.0,602.0,1.0,0.7212739468345247,1.0,0.6547360188908867
0.09117425100195291,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,2.0,637.0,1.0,0.6976983861158867,1.0,0.00034104642176561263
0.0911560346881579,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,4.0,482.0,1.0,0.43852605077796936,1.0,0.5043753024613036
0.09098868926456401,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,2.0,554.0,1.0,0.4877046358028905,1.0,0.9968124678509752
0.08891062024357457,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,1.0,691.0,1.0,0.7934648402799572,1.0,0
0.08999341343268737,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,3.0,621.0,1.0,0.7770647251560556,1.0,0.9604588337404316
0.0895147040650635,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,1.0,655.0,1.0,0.7934648402799572,1.0,0
0.08949374932986302,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,7.0,465.0,1.0,0.4019365524545451,1.0,0.5883897520330154
0.0895181554043101,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,7.0,413.0,1.0,0.40193655245454524,1.0,0.5763645635634462
0.09160964474117556,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,13.0,423.0,1.0,0.6830743624083533,0.875,0.8074429464862908
0.09182931988388279,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,3.0,484.0,1.0,0.3707936976984253,1.0,0.9812491701784419
0.08973785821729358,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,3.0,662.0,1.0,0.7704677767354583,1.0,0.5956333510974331
0.09078085462097261,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,3.0,324.0,1.0,0.5151628861683881,1.0,0.9473497913726028
0.09024903885519628,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,4.0,496.0,1.0,0.33443659488382077,1.0,0.7761438313911789
0.0937646046312826,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,37.0,1515.0,2.0,0.547929866651307,0.6333333333333333,0.671013484255385
0.09315710927400059,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,100.0,103.0,2.0,0.1136566536881119,0.010000000000000009,0.8654988732948624
0.09582720389434107,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,100.0,103.0,2.0,0.1136566536881119,0.49,0.8177991021908516
0.09597276038634134,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,100.0,103.0,2.0,0.1136566536881119,0.0,0.8065225767058645
0.09436461317991231,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,53.0,1021.0,2.0,0.3794135368157546,0.619718309859155,0.7772722172245136
0.0971848251931705,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,55.0,1251.0,2.0,0.3594786461169832,0.6265060240963856,0.8451106328974319
0.09520975709633701,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,55.0,1003.0,2.0,0.37104341662939133,0.44999999999999996,0.8397303554498002
0.09661964160697228,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,64.0,753.0,2.0,0.2730804947017824,0.5681818181818181,0.7907565286224312
0.09640920107811131,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,61.0,1077.0,2.0,0.3155040273919278,0.4252873563218391,0.6931040186728133
0.09513434498490153,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,100.0,103.0,2.0,0.11365665368811216,0.43999999999999995,0.8687877532927241
0.09524104746780562,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,86.0,417.0,2.0,0.11581966621947382,0.6333333333333333,0.7812266856808242
0.09651017759577123,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,99.0,185.0,2.0,0.11813770665542109,0.010000000000000009,0.8478254343263881
0.09550118143063528,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,51.0,1247.0,2.0,0.40043385728442155,0.49,0.7430505931638872
0.09489251297257027,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,100.0,103.0,2.0,0.12003476706644027,0.0,0.8612341304640229
0.09478292027927049,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,45.0,1134.0,2.0,0.4554838970642983,0.619718309859155,0.6781742920570364
0.0932935720819689,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,59.0,992.0,2.0,0.34210883844314594,0.6265060240963856,0.8046424985769485
0.09691397002518568,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,100.0,103.0,2.0,0.12003476706644034,0.44999999999999996,0.8830085761142155
0.09667401589850493,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,62.0,1149.0,2.0,0.2897389358284756,0.5681818181818181,0.8529015639543029
0.09638890938670312,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,76.0,732.0,2.0,0.18106980423905336,0.4252873563218391,0.8461738727815257
0.09578957299358754,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,56.0,1192.0,2.0,0.3660421720236033,0.43999999999999995,0.8362288878244852
0.0966596520422235,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,2.0,551.0,2.0,0.46657185490444664,1.0,0.9991757467535719
0.09627864492825598,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,5.0,490.0,2.0,0.5719928700193656,1.0,0.21223062628143263
0.09654052068319259,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,7.0,397.0,2.0,0.6216427887503818,1.0,0.783481212976603
0.0953332174358497,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,1.0,828.0,2.0,0.7585473916468678,1.0,0
0.09678144677796534,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,5.0,401.0,2.0,0.57294206423731,1.0,0.8303695178493671
0.09457167715418953,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,2.0,374.0,2.0,0.4665718549044466,1.0,0.9992384114634428
0.09427833774637405,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,1.0,594.0,2.0,0.7585473916468676,1.0,0
0.09476020464218286,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,10.0,305.0,2.0,0.595143092049398,1.0,0.6946582104990724
0.09638456349042929,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,2.0,650.0,2.0,0.48841664952668534,1.0,0.6791683383221919
0.09692554673997578,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,3.0,624.0,2.0,0.6876697812619383,1.0,0.5287635631181634
0.09547930930125818,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,2.0,396.0,2.0,0.5743867673313053,1.0,0.9986213801376697
0.09586041744133128,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,2.0,510.0,2.0,0.6457056584943811,1.0,0.6874587566350583
0.09587073853398793,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,3.0,545.0,2.0,0.6756650122239876,1.0,0.7411241766976813
0.09405069100068189,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,4.0,451.0,2.0,0.6099296108350218,1.0,0.4109753533206152
0.0939917259122658,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,1.0,617.0,2.0,0.645705658494381,1.0,0
0.09677154193007788,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,2.0,560.0,2.0,0.5743867673313053,1.0,0.9986483796816779
0.09539133152615714,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,11.0,422.0,2.0,0.6682897196877923,1.0,0.7874732419669916
0.09785725043497864,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,6.0,369.0,2.0,0.6680461186527219,1.0,0.6396382757473039
0.09379856518941894,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,1.0,662.0,2.0,0.706900939865952,1.0,0
0.09590081289760898,0.8,0.9,100.0,500.0,true,1.0,1.0,5.0e6,200000.0,8.0,397.0,2.0,0.647051477334583,1.0,0.6897052532631707
0.10614377089776356,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,36.0,1673.0,0.0,0.3914531464342993,0.7384615384615385,0.7959697453349436
0.10446496199274911,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,50.0,1028.0,0.0,0.2525416599860885,0.5875,0.7811171954522654
0.10470303077627618,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,46.0,710.0,0.0,0.2980240174596471,0.6901408450704225,0.5313524137344782
0.10466566820740875,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,44.0,969.0,0.0,0.28184604310727607,0.56,0.7350686143406906
0.10438077739076022,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,41.0,1199.0,0.0,0.31968994514806137,0.7123287671232876,0.7226354968480266
0.10577281257048762,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,100.0,102.0,0.0,0.37592119559324605,0.48,0.8193586070451837
0.10435419144929924,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,100.0,103.0,0.0,0.3759211955932461,0.32999999999999996,0.8103758058332046
0.10514343877395801,0.8,0.9,100.0,500.0,false,1.0,1.0,5.0e6,200000.0,46.0,942.0,0.0,0.3356646410545181,0.6578947368421053,0.7163126697744692
